,Unnamed: 0,Make,Model,Origin,DriveTrain,MSRP,Invoice,EngineSize,Cylinders,Horsepower,MPG_City,MPG_Highway,Weight,Wheelbase,Length,Sum
92,61,Cadillac,Seville,USA,Front,47955.0,43841.0,4.6,8.0,275.0,18.0,26.0,3992.0,112.0,201.0,55609.27386934673
93,62,Cadillac,XLR,USA,Rear,76200.0,70546.0,4.6,8.0,320.0,17.0,25.0,3647.0,106.0,178.0,55609.27386934673
94,479,Cadillac,CT4,,,32462.695454545454,29732.477272727272,,,,,,,,,7254.0
95,480,Cadillac,CT5,,,32462.695454545454,29732.477272727272,,,,,,,,,9448.0
96,481,Cadillac,CT6,,,32462.695454545454,29732.477272727272,,,,,,,,,103.0
97,482,Cadillac,XT4,,,32462.695454545454,29732.477272727272,,,,,,,,,11576.0
98,483,Cadillac,XT5,,,32462.695454545454,29732.477272727272,,,,,,,,,28378.0
99,484,Cadillac,XT6,,,32462.695454545454,29732.477272727272,,,,,,,,,20663.0
100,63,Chevrolet,Suburban,USA,Front,42735.0,37422.0,5.3,8.0,295.0,14.0,18.0,4947.0,130.0,219.0,85159.0
101,64,Chevrolet,Tahoe,USA,All,41465.0,36287.0,5.3,8.0,295.0,14.0,18.0,5050.0,116.0,197.0,106019.0
102,65,Chevrolet,TrailBlazer,USA,Front,30295.0,27479.0,4.2,6.0,275.0,16.0,21.0,4425.0,113.0,192.0,90163.0
103,66,Chevrolet,Tracker,USA,Front,20255.0,19108.0,2.5,6.0,165.0,19.0,22.0,2866.0,98.0,163.0,55609.27386934673
104,67,Chevrolet,Aveo,USA,Front,11690.0,10965.0,1.6,4.0,103.0,28.0,34.0,2370.0,98.0,167.0,55609.27386934673
105,68,Chevrolet,Aveo,USA,Front,12585.0,11802.0,1.6,4.0,103.0,28.0,34.0,2348.0,98.0,153.0,55609.27386934673
106,69,Chevrolet,Cavalier,USA,Front,14610.0,13697.0,2.2,4.0,140.0,26.0,37.0,2617.0,104.0,183.0,55609.27386934673
107,70,Chevrolet,Cavalier,USA,Front,14810.0,13884.0,2.2,4.0,140.0,26.0,37.0,2676.0,104.0,183.0,55609.27386934673
108,71,Chevrolet,Cavalier,USA,Front,16385.0,15357.0,2.2,4.0,140.0,26.0,37.0,2617.0,104.0,183.0,55609.27386934673
109,72,Chevrolet,Impala,USA,Front,21900.0,20095.0,3.4,6.0,180.0,21.0,32.0,3465.0,111.0,200.0,750.0
110,73,Chevrolet,Impala,USA,Front,25000.0,22931.0,3.8,6.0,200.0,20.0,30.0,3476.0,111.0,200.0,750.0
111,74,Chevrolet,Impala,USA,Front,27995.0,25672.0,3.8,6.0,240.0,18.0,28.0,3606.0,111.0,200.0,750.0
112,75,Chevrolet,Malibu,USA,Front,18995.0,17434.0,2.2,4.0,145.0,24.0,34.0,3174.0,106.0,188.0,39376.0
113,76,Chevrolet,Malibu,USA,Front,20370.0,18639.0,3.5,6.0,200.0,22.0,30.0,3297.0,106.0,188.0,39376.0
114,77,Chevrolet,Malibu,USA,Front,23495.0,21551.0,3.5,6.0,200.0,23.0,32.0,3315.0,106.0,188.0,39376.0
115,78,Chevrolet,Malibu,USA,Front,22225.0,20394.0,3.5,6.0,200.0,22.0,30.0,3458.0,112.0,188.0,39376.0
116,79,Chevrolet,Monte,USA,Front,21825.0,20026.0,3.4,6.0,180.0,21.0,32.0,3340.0,111.0,198.0,55609.27386934673
117,80,Chevrolet,Monte,USA,Front,24225.0,22222.0,3.8,6.0,200.0,18.0,28.0,3434.0,111.0,198.0,55609.27386934673
118,81,Chevrolet,Astro,USA,All,26395.0,23954.0,4.3,6.0,190.0,14.0,17.0,4605.0,111.0,190.0,55609.27386934673
119,82,Chevrolet,Venture,USA,Front,27020.0,24518.0,3.4,6.0,185.0,19.0,26.0,3699.0,112.0,187.0,55609.27386934673
120,83,Chevrolet,Corvette,USA,Rear,44535.0,39068.0,5.7,8.0,350.0,18.0,25.0,3246.0,105.0,180.0,33042.0
121,84,Chevrolet,Corvette,USA,Rear,51535.0,45193.0,5.7,8.0,350.0,18.0,25.0,3248.0,105.0,180.0,33042.0
122,85,Chevrolet,Avalanche,USA,All,36100.0,31689.0,5.3,8.0,295.0,14.0,18.0,5678.0,130.0,222.0,55609.27386934673
123,86,Chevrolet,Colorado,USA,All,18760.0,17070.0,2.8,4.0,175.0,18.0,23.0,3623.0,111.0,192.0,73008.0
124,87,Chevrolet,Silverado,USA,Rear,20310.0,18480.0,4.3,6.0,200.0,15.0,21.0,4142.0,119.0,206.0,529765.0
125,88,Chevrolet,Silverado,USA,All,40340.0,35399.0,6.0,8.0,300.0,13.0,17.0,4804.0,144.0,238.0,529765.0
126,89,Chevrolet,SSR,USA,Rear,41995.0,39306.0,5.3,8.0,300.0,16.0,19.0,4760.0,116.0,191.0,55609.27386934673
127,485,Chevrolet,Blazer,,,32462.695454545454,29732.477272727272,,,,,,,,,70323.0
128,486,Chevrolet,Bolt,,,32462.695454545454,29732.477272727272,,,,,,,,,24827.0
129,487,Chevrolet,Camaro,,,32462.695454545454,29732.477272727272,,,,,,,,,21893.0
130,488,Chevrolet,Equinox,,,32462.695454545454,29732.477272727272,,,,,,,,,165325.0
131,489,Chevrolet,Express,,,32462.695454545454,29732.477272727272,,,,,,,,,44357.0
132,490,Chevrolet,Sonic,,,32462.695454545454,29732.477272727272,,,,,,,,,1581.0
133,491,Chevrolet,Spark,,,32462.695454545454,29732.477272727272,,,,,,,,,24460.0
134,492,Chevrolet,Traverse,,,32462.695454545454,29732.477272727272,,,,,,,,,116251.0
135,493,Chevrolet,Trax,,,32462.695454545454,29732.477272727272,,,,,,,,,42590.0
136,90,Chrysler,PT,USA,Front,17985.0,16919.0,2.4,4.0,150.0,22.0,29.0,3101.0,103.0,169.0,55609.27386934673
137,91,Chrysler,PT,USA,Front,22000.0,20573.0,2.4,4.0,150.0,22.0,29.0,3105.0,103.0,169.0,55609.27386934673
138,92,Chrysler,PT,USA,Front,25955.0,24172.0,2.4,4.0,220.0,21.0,27.0,3217.0,103.0,169.0,55609.27386934673
139,93,Chrysler,Sebring,USA,Front,19090.0,17805.0,2.4,4.0,150.0,22.0,30.0,3173.0,108.0,191.0,55609.27386934673
140,94,Chrysler,Sebring,USA,Front,21840.0,20284.0,2.7,6.0,200.0,21.0,28.0,3222.0,108.0,191.0,55609.27386934673
141,95,Chrysler,Sebring,USA,Front,25215.0,23451.0,2.4,4.0,150.0,22.0,30.0,3357.0,106.0,194.0,55609.27386934673
142,96,Chrysler,Sebring,USA,Front,30950.0,28613.0,2.7,6.0,200.0,21.0,28.0,3448.0,106.0,194.0,55609.27386934673
143,97,Chrysler,300M,USA,Front,29865.0,27797.0,3.5,6.0,250.0,18.0,27.0,3581.0,113.0,198.0,55609.27386934673
144,98,Chrysler,300M,USA,Front,33295.0,30884.0,3.5,6.0,255.0,18.0,27.0,3650.0,113.0,198.0,55609.27386934673
145,99,Chrysler,Concorde,USA,Front,24130.0,22452.0,2.7,6.0,200.0,21.0,29.0,3479.0,113.0,208.0,55609.27386934673
146,100,Chrysler,Concorde,USA,Front,26860.0,24909.0,3.5,6.0,232.0,19.0,27.0,3548.0,113.0,208.0,55609.27386934673
147,101,Chrysler,Town,USA,Front,27490.0,25371.0,3.3,6.0,180.0,19.0,26.0,4068.0,119.0,201.0,23355.0
148,102,Chrysler,Town,USA,Front,38380.0,35063.0,3.8,6.0,215.0,18.0,25.0,4331.0,119.0,201.0,23355.0
149,103,Chrysler,Crossfire,USA,Rear,34495.0,32033.0,3.2,6.0,215.0,17.0,25.0,3060.0,95.0,160.0,55609.27386934673
150,104,Chrysler,Pacifica,USA,Rear,31230.0,28725.0,3.5,6.0,250.0,17.0,23.0,4675.0,116.0,199.0,74970.0
151,494,Chrysler,200,,,32462.695454545454,29732.477272727272,,,,,,,,,15.0
152,495,Chrysler,300,,,32462.695454545454,29732.477272727272,,,,,,,,,16662.0
153,105,Dodge,Durango,USA,All,32235.0,29472.0,4.7,8.0,230.0,15.0,21.0,4987.0,119.0,201.0,65936.0
154,106,Dodge,Neon,USA,Front,13670.0,12849.0,2.0,4.0,132.0,29.0,36.0,2581.0,105.0,174.0,55609.27386934673
155,107,Dodge,Neon,USA,Front,15040.0,14086.0,2.0,4.0,132.0,29.0,36.0,2626.0,105.0,174.0,55609.27386934673
156,108,Dodge,Intrepid,USA,Front,22035.0,20502.0,2.7,6.0,200.0,21.0,29.0,3469.0,113.0,204.0,55609.27386934673
157,109,Dodge,Intrepid,USA,Front,24885.0,23058.0,3.5,6.0,232.0,18.0,27.0,3487.0,113.0,204.0,55609.27386934673
158,110,Dodge,Stratus,USA,Front,18820.0,17512.0,2.4,4.0,150.0,21.0,28.0,3182.0,108.0,191.0,55609.27386934673
159,111,Dodge,Stratus,USA,Front,20220.0,18821.0,2.4,4.0,150.0,21.0,28.0,3175.0,108.0,191.0,55609.27386934673
160,112,Dodge,Caravan,USA,Front,21795.0,20508.0,2.4,4.0,150.0,20.0,26.0,3862.0,113.0,189.0,55609.27386934673
161,113,Dodge,Grand,USA,All,32660.0,29812.0,3.8,6.0,215.0,18.0,25.0,4440.0,119.0,201.0,3037.0
162,114,Dodge,Viper,USA,Rear,81795.0,74451.0,8.3,10.0,500.0,12.0,20.0,3410.0,99.0,176.0,6.0
163,115,Dodge,Dakota,USA,Rear,17630.0,16264.0,3.7,6.0,210.0,16.0,22.0,3714.0,112.0,193.0,55609.27386934673
164,116,Dodge,Dakota,USA,Rear,20300.0,18670.0,3.7,6.0,210.0,16.0,22.0,3829.0,131.0,219.0,55609.27386934673
165,117,Dodge,Ram,USA,Rear,20215.0,18076.0,3.7,6.0,215.0,16.0,21.0,4542.0,121.0,208.0,55609.27386934673
166,496,Dodge,Challenger,,,32462.695454545454,29732.477272727272,,,,,,,,,54315.0
167,497,Dodge,Charger,,,32462.695454545454,29732.477272727272,,,,,,,,,78388.0
168,498,Dodge,Dart,,,32462.695454545454,29732.477272727272,,,,,,,,,10.0
169,499,Dodge,Journey,,,32462.695454545454,29732.477272727272,,,,,,,,,14034.0
170,500,Fiat,124,,,32462.695454545454,29732.477272727272,,,,,,,,,955.0
171,501,Fiat,500,,,32462.695454545454,29732.477272727272,,,,,,,,,51.0
172,502,Fiat,500L,,,32462.695454545454,29732.477272727272,,,,,,,,,188.0
173,503,Fiat,500X,,,32462.695454545454,29732.477272727272,,,,,,,,,1180.0
174,118,Ford,Excursion,USA,All,41475.0,36494.0,6.8,10.0,310.0,10.0,13.0,7190.0,137.0,227.0,55609.27386934673
175,119,Ford,Expedition,USA,Front,34560.0,30468.0,4.6,8.0,232.0,15.0,19.0,5000.0,119.0,206.0,81988.0
176,120,Ford,Explorer,USA,All,29670.0,26983.0,4.0,6.0,210.0,15.0,20.0,4463.0,114.0,190.0,219871.0
177,121,Ford,Escape,USA,All,22515.0,20907.0,3.0,6.0,201.0,18.0,23.0,3346.0,103.0,173.0,145415.0
178,122,Ford,Focus,USA,Front,13270.0,12482.0,2.0,4.0,130.0,26.0,33.0,2612.0,103.0,168.0,55609.27386934673
179,123,Ford,Focus,USA,Front,13730.0,12906.0,2.0,4.0,110.0,27.0,36.0,2606.0,103.0,168.0,55609.27386934673
180,124,Ford,Focus,USA,Front,15460.0,14496.0,2.0,4.0,130.0,26.0,33.0,2606.0,103.0,168.0,55609.27386934673
181,125,Ford,Focus,USA,Front,15580.0,14607.0,2.0,4.0,130.0,26.0,33.0,2691.0,103.0,168.0,55609.27386934673
182,126,Ford,Focus,USA,Front,19135.0,17878.0,2.0,4.0,170.0,21.0,28.0,2750.0,103.0,168.0,55609.27386934673
183,127,Ford,Focus,USA,Front,17475.0,16375.0,2.0,4.0,130.0,26.0,33.0,2702.0,103.0,178.0,55609.27386934673
184,128,Ford,Taurus,USA,Front,20320.0,18881.0,3.0,6.0,155.0,20.0,27.0,3306.0,109.0,198.0,55609.27386934673
185,129,Ford,Taurus,USA,Front,22735.0,20857.0,3.0,6.0,201.0,19.0,26.0,3313.0,109.0,198.0,55609.27386934673
186,130,Ford,Taurus,USA,Front,22290.0,20457.0,3.0,6.0,155.0,19.0,26.0,3497.0,109.0,198.0,55609.27386934673
187,131,Ford,Crown,USA,Rear,24345.0,22856.0,4.6,8.0,224.0,17.0,25.0,4057.0,115.0,212.0,55609.27386934673
188,132,Ford,Crown,USA,Rear,27370.0,25105.0,4.6,8.0,224.0,17.0,25.0,4057.0,115.0,212.0,55609.27386934673
189,133,Ford,Crown,USA,Rear,30315.0,27756.0,4.6,8.0,239.0,17.0,25.0,4057.0,115.0,212.0,55609.27386934673
190,134,Ford,Freestar,USA,Front,26930.0,24498.0,3.9,6.0,193.0,17.0,23.0,4275.0,121.0,201.0,55609.27386934673
191,135,Ford,Mustang,USA,Rear,18345.0,16943.0,3.8,6.0,193.0,20.0,29.0,3290.0,101.0,183.0,52384.0
192,136,Ford,Mustang,USA,Rear,18345.0,16943.0,3.8,6.0,193.0,20.0,29.0,3290.0,101.0,183.0,27140.0
193,137,Ford,Mustang,USA,Rear,29380.0,26875.0,4.6,8.0,260.0,17.0,25.0,3347.0,101.0,183.0,52384.0
194,138,Ford,Mustang,USA,Rear,29380.0,26875.0,4.6,8.0,260.0,17.0,25.0,3347.0,101.0,183.0,27140.0
195,139,Ford,Thunderbird,USA,Front,37530.0,34483.0,3.9,8.0,280.0,17.0,24.0,3780.0,107.0,186.0,55609.27386934673
196,140,Ford,F-150,USA,Rear,22010.0,19490.0,4.6,8.0,231.0,15.0,19.0,4788.0,126.0,211.0,55609.27386934673
197,141,Ford,F-150,USA,All,33540.0,29405.0,5.4,8.0,300.0,14.0,18.0,5464.0,133.0,218.0,55609.27386934673
198,142,Ford,Ranger,USA,Rear,14385.0,13717.0,2.3,4.0,143.0,24.0,29.0,3028.0,111.0,188.0,94755.0
199,504,Ford,Bronco,,,32462.695454545454,29732.477272727272,,,,,,,,,35023.0
200,505,Ford,Bronco,,,32462.695454545454,29732.477272727272,,,,,,,,,108169.0
201,506,Ford,E-Series,,,32462.695454545454,29732.477272727272,,,,,,,,,37122.0
202,507,Ford,EcoSport,,,32462.695454545454,29732.477272727272,,,,,,,,,40659.0
203,508,Ford,Edge,,,32462.695454545454,29732.477272727272,,,,,,,,,85225.0
204,509,Ford,F-Series,,,32462.695454545454,29732.477272727272,,,,,,,,,726003.0
205,510,Ford,Fusion,,,32462.695454545454,29732.477272727272,,,,,,,,,11781.0
206,511,Ford,GT,,,32462.695454545454,29732.477272727272,,,,,,,,,143.0
207,512,Ford,Maverick,,,32462.695454545454,29732.477272727272,,,,,,,,,13258.0
208,513,Ford,Transit,,,32462.695454545454,29732.477272727272,,,,,,,,,99745.0
209,514,Ford,Transit,,,32462.695454545454,29732.477272727272,,,,,,,,,26112.0
210,515,Genesis,G70,,,32462.695454545454,29732.477272727272,,,,,,,,,10718.0
211,516,Genesis,G80,,,32462.695454545454,29732.477272727272,,,,,,,,,6031.0
212,517,Genesis,G90,,,32462.695454545454,29732.477272727272,,,,,,,,,1821.0
213,518,Genesis,GV70,,,32462.695454545454,29732.477272727272,,,,,,,,,10735.0
214,519,Genesis,GV80,,,32462.695454545454,29732.477272727272,,,,,,,,,20325.0
215,143,GMC,Envoy,USA,Front,31890.0,28922.0,4.2,6.0,275.0,15.0,19.0,4945.0,129.0,208.0,55609.27386934673
216,144,GMC,Yukon,USA,Front,35725.0,31361.0,4.8,8.0,285.0,16.0,19.0,5042.0,116.0,199.0,84243.0
217,145,GMC,Yukon,USA,All,46265.0,40534.0,6.0,8.0,325.0,13.0,17.0,6133.0,130.0,219.0,84243.0
218,146,GMC,Safari,USA,Rear,25640.0,23215.0,4.3,6.0,190.0,16.0,20.0,4309.0,111.0,190.0,55609.27386934673
219,147,GMC,Canyon,USA,Rear,16530.0,14877.0,2.8,4.0,175.0,18.0,25.0,3351.0,111.0,192.0,24125.0
220,148,GMC,Sierra,USA,Rear,25717.0,22604.0,4.8,8.0,285.0,17.0,20.0,4548.0,144.0,230.0,248923.0
221,149,GMC,Sierra,USA,All,29322.0,25759.0,6.0,8.0,300.0,13.0,18.0,5440.0,133.0,222.0,248923.0
222,150,GMC,Sonoma,USA,All,25395.0,23043.0,4.3,6.0,190.0,15.0,19.0,4083.0,123.0,208.0,55609.27386934673
223,520,GMC,Acadia,,,32462.695454545454,29732.477272727272,,,,,,,,,59913.0
224,521,GMC,Savana,,,32462.695454545454,29732.477272727272,,,,,,,,,36008.0
225,522,GMC,Terrain,,,32462.695454545454,29732.477272727272,,,,,,,,,47488.0
226,151,Honda,Civic,Asia,Front,20140.0,18451.0,1.4,4.0,93.0,46.0,51.0,2732.0,103.0,175.0,263787.0
227,152,Honda,Civic,Asia,Front,13270.0,12175.0,1.7,4.0,115.0,32.0,38.0,2432.0,103.0,175.0,263787.0
