,Make,Model,Origin,DriveTrain,MSRP,Invoice,EngineSize,Cylinders,Horsepower,MPG_City,MPG_Highway,Weight,Wheelbase,Length,Sum
497,Dodge,Charger,,,,,,,,,,,,,78388
498,Dodge,Dart,,,,,,,,,,,,,10
499,Dodge,Journey,,,,,,,,,,,,,14034
500,Fiat,124,,,,,,,,,,,,,955
501,Fiat,500,,,,,,,,,,,,,51
502,Fiat,500L,,,,,,,,,,,,,188
503,Fiat,500X,,,,,,,,,,,,,1180
118,Ford,Excursion,USA,All,41475.00,36494.00,6.8,10,310,10,13,7190,137,227,
119,Ford,Expedition,USA,Front,34560.00,30468.00,4.6,8,232,15,19,5000,119,206,81988
120,Ford,Explorer,USA,All,29670.00,26983.00,4,6,210,15,20,4463,114,190,219871
121,Ford,Escape,USA,All,22515.00,20907.00,3,6,201,18,23,3346,103,173,145415
122,Ford,Focus,USA,Front,13270.00,12482.00,2,4,130,26,33,2612,103,168,
123,Ford,Focus,USA,Front,13730.00,12906.00,2,4,110,27,36,2606,103,168,
124,Ford,Focus,USA,Front,15460.00,14496.00,2,4,130,26,33,2606,103,168,
125,Ford,Focus,USA,Front,15580.00,14607.00,2,4,130,26,33,2691,103,168,
126,Ford,Focus,USA,Front,19135.00,17878.00,2,4,170,21,28,2750,103,168,
127,Ford,Focus,USA,Front,17475.00,16375.00,2,4,130,26,33,2702,103,178,
128,Ford,Taurus,USA,Front,20320.00,18881.00,3,6,155,20,27,3306,109,198,
129,Ford,Taurus,USA,Front,22735.00,20857.00,3,6,201,19,26,3313,109,198,
130,Ford,Taurus,USA,Front,22290.00,20457.00,3,6,155,19,26,3497,109,198,
131,Ford,Crown,USA,Rear,24345.00,22856.00,4.6,8,224,17,25,4057,115,212,
132,Ford,Crown,USA,Rear,27370.00,25105.00,4.6,8,224,17,25,4057,115,212,
133,Ford,Crown,USA,Rear,30315.00,27756.00,4.6,8,239,17,25,4057,115,212,
134,Ford,Freestar,USA,Front,26930.00,24498.00,3.9,6,193,17,23,4275,121,201,
135,Ford,Mustang,USA,Rear,18345.00,16943.00,3.8,6,193,20,29,3290,101,183,52384
136,Ford,Mustang,USA,Rear,18345.00,16943.00,3.8,6,193,20,29,3290,101,183,27140
137,Ford,Mustang,USA,Rear,29380.00,26875.00,4.6,8,260,17,25,3347,101,183,52384
138,Ford,Mustang,USA,Rear,29380.00,26875.00,4.6,8,260,17,25,3347,101,183,27140
139,Ford,Thunderbird,USA,Front,37530.00,34483.00,3.9,8,280,17,24,3780,107,186,
140,Ford,F-150,USA,Rear,22010.00,19490.00,4.6,8,231,15,19,4788,126,211,
141,Ford,F-150,USA,All,33540.00,29405.00,5.4,8,300,14,18,5464,133,218,
142,Ford,Ranger,USA,Rear,14385.00,13717.00,2.3,4,143,24,29,3028,111,188,94755
504,Ford,Bronco,,,,,,,,,,,,,35023
505,Ford,Bronco,,,,,,,,,,,,,108169
506,Ford,E-Series,,,,,,,,,,,,,37122
507,Ford,EcoSport,,,,,,,,,,,,,40659
508,Ford,Edge,,,,,,,,,,,,,85225
509,Ford,F-Series,,,,,,,,,,,,,726003
510,Ford,Fusion,,,,,,,,,,,,,11781
511,Ford,GT,,,,,,,,,,,,,143
512,Ford,Maverick,,,,,,,,,,,,,13258
513,Ford,Transit,,,,,,,,,,,,,99745
514,Ford,Transit,,,,,,,,,,,,,26112
515,Genesis,G70,,,,,,,,,,,,,10718
516,Genesis,G80,,,,,,,,,,,,,6031
517,Genesis,G90,,,,,,,,,,,,,1821
518,Genesis,GV70,,,,,,,,,,,,,10735
519,Genesis,GV80,,,,,,,,,,,,,20325
143,GMC,Envoy,USA,Front,31890.00,28922.00,4.2,6,275,15,19,4945,129,208,
144,GMC,Yukon,USA,Front,35725.00,31361.00,4.8,8,285,16,19,5042,116,199,84243
145,GMC,Yukon,USA,All,46265.00,40534.00,6,8,325,13,17,6133,130,219,84243
146,GMC,Safari,USA,Rear,25640.00,23215.00,4.3,6,190,16,20,4309,111,190,
147,GMC,Canyon,USA,Rear,16530.00,14877.00,2.8,4,175,18,25,3351,111,192,24125
148,GMC,Sierra,USA,Rear,25717.00,22604.00,4.8,8,285,17,20,4548,144,230,248923
149,GMC,Sierra,USA,All,29322.00,25759.00,6,8,300,13,18,5440,133,222,248923
150,GMC,Sonoma,USA,All,25395.00,23043.00,4.3,6,190,15,19,4083,123,208,
520,GMC,Acadia,,,,,,,,,,,,,59913
521,GMC,Savana,,,,,,,,,,,,,36008
522,GMC,Terrain,,,,,,,,,,,,,47488
151,Honda,Civic,Asia,Front,20140.00,18451.00,1.4,4,93,46,51,2732,103,175,263787
152,Honda,Civic,Asia,Front,13270.00,12175.00,1.7,4,115,32,38,2432,103,175,263787
153,Honda,Civic,Asia,Front,14170.00,12996.00,1.7,4,117,36,44,2500,103,175,263787
154,Honda,Civic,Asia,Front,15850.00,14531.00,1.7,4,115,32,38,2513,103,175,263787
155,Honda,Civic,Asia,Front,17750.00,16265.00,1.7,4,127,32,37,2601,103,175,263787
156,Honda,Civic,Asia,Front,19490.00,17849.00,2,4,160,26,30,2782,101,166,263787
157,Honda,Insight,Asia,Front,19110.00,17911.00,2,3,73,60,66,1850,95,155,18685
158,Honda,Pilot,Asia,All,27560.00,24843.00,3.5,6,240,17,22,4387,106,188,143062
159,Honda,CR-V,Asia,All,19860.00,18419.00,2.4,4,160,21,25,3258,103,179,361271
160,Honda,Element,Asia,All,18690.00,17334.00,2.4,4,160,21,24,3468,101,167,
161,Honda,Accord,Asia,Front,19860.00,17924.00,2.4,4,160,26,34,2994,105,188,202676
162,Honda,Accord,Asia,Front,22260.00,20080.00,2.4,4,160,26,34,3047,105,188,202676
163,Honda,Accord,Asia,Front,23760.00,21428.00,3,6,240,21,30,3349,108,190,202676
164,Honda,Accord,Asia,Front,26960.00,24304.00,3,6,240,21,30,3294,105,188,202676
165,Honda,Odyssey,Asia,Front,24950.00,22498.00,3.5,6,240,18,25,4310,118,201,76125
166,Honda,Odyssey,Asia,Front,27450.00,24744.00,3.5,6,240,18,25,4365,118,201,76125
167,Honda,S2000,Asia,Rear,33260.00,29965.00,2.2,4,240,20,25,2835,95,162,
523,Honda,Clarity,,,,,,,,,,,,,2597
524,Honda,Fit,,,,,,,,,,,,,8695
525,Honda,HR-V,,,,,,,,,,,,,137090
526,Honda,Passport,,,,,,,,,,,,,53133
527,Honda,Ridgeline,,,,,,,,,,,,,41355
168,Hummer,H2,USA,All,49995.00,45815.00,6,8,316,10,12,6400,123,190,
169,Hyundai,Santa,Asia,Front,21589.00,20201.00,2.7,6,173,20,26,3549,103,177,9634
170,Hyundai,Santa,Asia,Front,21589.00,20201.00,2.7,6,173,20,26,3549,103,177,112705
171,Hyundai,Accent,Asia,Front,10539.00,10107.00,1.6,4,103,29,33,2255,96,167,18868
172,Hyundai,Accent,Asia,Front,11839.00,11116.00,1.6,4,103,29,33,2290,96,167,18868
173,Hyundai,Accent,Asia,Front,11939.00,11209.00,1.6,4,103,29,33,2339,96,167,18868
174,Hyundai,Elantra,Asia,Front,13839.00,12781.00,2,4,138,26,34,2635,103,178,127360
175,Hyundai,Elantra,Asia,Front,15389.00,14207.00,2,4,138,26,34,2635,103,178,127360
176,Hyundai,Elantra,Asia,Front,15389.00,14207.00,2,4,138,26,34,2698,103,178,127360
177,Hyundai,Sonata,Asia,Front,19339.00,17574.00,2.7,6,170,19,27,3217,106,187,83434
178,Hyundai,Sonata,Asia,Front,20339.00,18380.00,2.7,6,170,19,27,3217,106,187,83434
179,Hyundai,XG350,Asia,Front,24589.00,22055.00,3.5,6,194,17,26,3651,108,192,
180,Hyundai,XG350,Asia,Front,26189.00,23486.00,3.5,6,194,17,26,3651,108,192,
181,Hyundai,Tiburon,Asia,Front,18739.00,17101.00,2.7,6,172,19,26,3023,100,173,15744
528,Hyundai,Ioniq,,,,,,,,,,,,,19175
529,Hyundai,Ioniq,,,,,,,,,,,,,153
530,Hyundai,Kona,,,,,,,,,,,,,89607
531,Hyundai,Nexo,,,,,,,,,,,,,421
532,Hyundai,Palisade,,,,,,,,,,,,,86282
533,Hyundai,Tuscon,,,,,,,,,,,,,140721
534,Hyundai,Veloster,,,,,,,,,,,,,1942
535,Hyundai,Venue,,,,,,,,,,,,,20669
182,Infiniti,G35,Asia,Rear,28495.00,26157.00,3.5,6,260,18,26,3336,112,187,
183,Infiniti,G35,Asia,Rear,29795.00,27536.00,3.5,6,280,18,26,3416,112,182,
184,Infiniti,G35,Asia,All,32445.00,29783.00,3.5,6,260,18,26,3677,112,187,
185,Infiniti,I35,Asia,Front,31145.00,28320.00,3.5,6,255,19,26,3306,108,194,
186,Infiniti,M45,Asia,Rear,42845.00,38792.00,4.5,8,340,17,23,3851,110,197,
187,Infiniti,Q45,Asia,Rear,52545.00,47575.00,4.5,8,340,17,23,3977,113,200,
188,Infiniti,FX35,Asia,Rear,34895.00,31756.00,3.5,6,280,16,22,4056,112,189,
189,Infiniti,FX45,Asia,All,36395.00,33121.00,4.5,8,315,15,19,4309,112,189,
536,Infiniti,Q50,,,,,,,,,,,,,13894
537,Infiniti,Q60,,,,,,,,,,,,,2729
538,Infiniti,QX50,,,,,,,,,,,,,19196
539,Infiniti,QX55,,,,,,,,,,,,,4333
540,Infiniti,QX60,,,,,,,,,,,,,5830
541,Infiniti,QX80,,,,,,,,,,,,,12573
190,Isuzu,Ascender,Asia,All,31849.00,29977.00,4.2,6,275,15,20,4967,129,208,
191,Isuzu,Rodeo,Asia,Front,20449.00,19261.00,3.2,6,193,17,21,3836,106,178,
192,Jaguar,X-Type,Europe,All,29995.00,27355.00,2.5,6,192,18,26,3428,107,184,
193,Jaguar,X-Type,Europe,All,33995.00,30995.00,3,6,227,18,25,3516,107,184,
194,Jaguar,S-Type,Europe,Rear,43895.00,40004.00,3,6,235,18,26,3777,115,192,
195,Jaguar,S-Type,Europe,Rear,49995.00,45556.00,4.2,8,294,18,28,3874,115,192,
196,Jaguar,S-Type,Europe,Rear,63120.00,57499.00,4.2,8,390,17,24,4046,115,192,
197,Jaguar,Vanden,Europe,Rear,68995.00,62846.00,4.2,8,294,18,28,3803,119,200,
198,Jaguar,XJ8,Europe,Rear,59995.00,54656.00,4.2,8,294,18,28,3803,119,200,
199,Jaguar,XJR,Europe,Rear,74995.00,68306.00,4.2,8,390,17,24,3948,119,200,
200,Jaguar,XK8,Europe,Rear,69995.00,63756.00,4.2,8,294,18,26,3779,102,187,
201,Jaguar,XK8,Europe,Rear,74995.00,68306.00,4.2,8,294,18,26,3980,102,187,
202,Jaguar,XKR,Europe,Rear,81995.00,74676.00,4.2,8,390,16,23,3865,102,187,
203,Jaguar,XKR,Europe,Rear,86995.00,79226.00,4.2,8,390,16,23,4042,102,187,
542,Jaguar,E-Pace,,,,,,,,,,,,,2904
543,Jaguar,F-Pace,,,,,,,,,,,,,9237
544,Jaguar,F-Type,,,,,,,,,,,,,2112
545,Jaguar,I-Pace,,,,,,,,,,,,,1415
546,Jaguar,XE,,,,,,,,,,,,,270
547,Jaguar,XF,,,,,,,,,,,,,1183
548,Jaguar,XJ,,,,,,,,,,,,,28
204,Jeep,Grand,USA,Front,27905.00,25686.00,4,6,195,16,21,3790,106,181,254445
205,Jeep,Grand,USA,Front,27905.00,25686.00,4,6,195,16,21,3790,106,181,2676
206,Jeep,Liberty,USA,All,20130.00,18973.00,2.4,4,150,20,24,3826,104,174,
207,Jeep,Wrangler,USA,All,25520.00,23275.00,4,6,190,16,19,3575,93,150,204610
549,Jeep,Cherokee,,,,,,,,,,,,,89126
550,Jeep,Compass,,,,,,,,,,,,,75642
551,Jeep,Gladiator,,,,,,,,,,,,,89712
552,Jeep,Patriot,,,,,,,,,,,,,15
553,Jeep,Renegade,,,,,,,,,,,,,47138
554,Jeep,Wagoneer,,,,,,,,,,,,,5349
208,Kia,Sorento,Asia,Front,19635.00,18630.00,3.5,6,192,16,19,4112,107,180,81785
209,Kia,Optima,Asia,Front,16040.00,14910.00,2.4,4,138,23,30,3281,106,186,16
210,Kia,Optima,Asia,Front,18435.00,16850.00,2.7,6,170,20,27,3279,106,186,16
211,Kia,Rio,Asia,Front,10280.00,9875.00,1.6,4,104,26,33,2403,95,167,31362
212,Kia,Rio,Asia,Front,11155.00,10705.00,1.6,4,104,25,32,2458,95,167,31362
213,Kia,Rio,Asia,Front,11905.00,11410.00,1.6,4,104,26,33,2447,95,167,31362
214,Kia,Spectra,Asia,Front,12360.00,11630.00,1.8,4,124,24,32,2661,101,178,
215,Kia,Spectra,Asia,Front,13580.00,12830.00,1.8,4,124,24,32,2686,101,178,
216,Kia,Spectra,Asia,Front,14630.00,13790.00,1.8,4,124,24,32,2697,101,178,
217,Kia,Amanti,Asia,Front,26000.00,23764.00,3.5,6,195,17,25,4021,110,196,
218,Kia,Sedona,Asia,Front,20615.00,19400.00,3.5,6,195,16,22,4802,115,194,14625
555,Kia,Cadenza,,,,,,,,,,,,,249
556,Kia,Carnival,,,,,,,,,,,,,10530
557,Kia,Forte,,,,,,,,,,,,,113051
558,Kia,K5,,,,,,,,,,,,,77195
559,Kia,K900,,,,,,,,,,,,,85
560,Kia,Niro,,,,,,,,,,,,,26192
561,Kia,Seltos,,,,,,,,,,,,,51368
562,Kia,Soul,,,,,,,,,,,,,75126
563,Kia,Sportage,,,,,,,,,,,,,88688
564,Kia,Stinger,,,,,,,,,,,,,13517
565,Kia,Telluride,,,,,,,,,,,,,93705
566,Land,Rover,,,,,,,,,,,,,19080
567,Land,Rover,,,,,,,,,,,,,4398
568,Land,Rover,,,,,,,,,,,,,7222
569,Land,Rover,,,,,,,,,,,,,17285
570,Land,Rover,,,,,,,,,,,,,7181
571,Land,Rover,,,,,,,,,,,,,21341
572,Land,Rover,,,,,,,,,,,,,13271
