,Make,Model,Origin,DriveTrain,MSRP,Invoice,EngineSize,Cylinders,Horsepower,MPG_City,MPG_Highway,Weight,Wheelbase,Length,Sum
55,Cadillac,Escalade,USA,Front,"$52,795.00","$48,377.00",5.3,8.0,295.0,14.0,18.0,5367.0,116.0,199.0,40504.0
56,Cadillac,Escalade,USA,All,"$52,975.00","$48,541.00",6.0,8.0,345.0,13.0,17.0,5879.0,130.0,221.0,40504.0
58,Cadillac,CTS,USA,Rear,"$30,835.00","$28,575.00",3.6,6.0,255.0,18.0,25.0,3694.0,113.0,190.0,68.0
63,Chevrolet,Suburban,USA,Front,"$42,735.00","$37,422.00",5.3,8.0,295.0,14.0,18.0,4947.0,130.0,219.0,85159.0
64,Chevrolet,Tahoe,USA,All,"$41,465.00","$36,287.00",5.3,8.0,295.0,14.0,18.0,5050.0,116.0,197.0,106019.0
65,Chevrolet,TrailBlazer,USA,Front,"$30,295.00","$27,479.00",4.2,6.0,275.0,16.0,21.0,4425.0,113.0,192.0,90163.0
72,Chevrolet,Impala,USA,Front,"$21,900.00","$20,095.00",3.4,6.0,180.0,21.0,32.0,3465.0,111.0,200.0,750.0
73,Chevrolet,Impala,USA,Front,"$25,000.00","$22,931.00",3.8,6.0,200.0,20.0,30.0,3476.0,111.0,200.0,750.0
74,Chevrolet,Impala,USA,Front,"$27,995.00","$25,672.00",3.8,6.0,240.0,18.0,28.0,3606.0,111.0,200.0,750.0
75,Chevrolet,Malibu,USA,Front,"$18,995.00","$17,434.00",2.2,4.0,145.0,24.0,34.0,3174.0,106.0,188.0,39376.0
76,Chevrolet,Malibu,USA,Front,"$20,370.00","$18,639.00",3.5,6.0,200.0,22.0,30.0,3297.0,106.0,188.0,39376.0
77,Chevrolet,Malibu,USA,Front,"$23,495.00","$21,551.00",3.5,6.0,200.0,23.0,32.0,3315.0,106.0,188.0,39376.0
78,Chevrolet,Malibu,USA,Front,"$22,225.00","$20,394.00",3.5,6.0,200.0,22.0,30.0,3458.0,112.0,188.0,39376.0
83,Chevrolet,Corvette,USA,Rear,"$44,535.00","$39,068.00",5.7,8.0,350.0,18.0,25.0,3246.0,105.0,180.0,33042.0
84,Chevrolet,Corvette,USA,Rear,"$51,535.00","$45,193.00",5.7,8.0,350.0,18.0,25.0,3248.0,105.0,180.0,33042.0
86,Chevrolet,Colorado,USA,All,"$18,760.00","$17,070.00",2.8,4.0,175.0,18.0,23.0,3623.0,111.0,192.0,73008.0
87,Chevrolet,Silverado,USA,Rear,"$20,310.00","$18,480.00",4.3,6.0,200.0,15.0,21.0,4142.0,119.0,206.0,529765.0
88,Chevrolet,Silverado,USA,All,"$40,340.00","$35,399.00",6.0,8.0,300.0,13.0,17.0,4804.0,144.0,238.0,529765.0
101,Chrysler,Town,USA,Front,"$27,490.00","$25,371.00",3.3,6.0,180.0,19.0,26.0,4068.0,119.0,201.0,23355.0
102,Chrysler,Town,USA,Front,"$38,380.00","$35,063.00",3.8,6.0,215.0,18.0,25.0,4331.0,119.0,201.0,23355.0
104,Chrysler,Pacifica,USA,Rear,"$31,230.00","$28,725.00",3.5,6.0,250.0,17.0,23.0,4675.0,116.0,199.0,74970.0
105,Dodge,Durango,USA,All,"$32,235.00","$29,472.00",4.7,8.0,230.0,15.0,21.0,4987.0,119.0,201.0,65936.0
113,Dodge,Grand,USA,All,"$32,660.00","$29,812.00",3.8,6.0,215.0,18.0,25.0,4440.0,119.0,201.0,3037.0
114,Dodge,Viper,USA,Rear,"$81,795.00","$74,451.00",8.3,10.0,500.0,12.0,20.0,3410.0,99.0,176.0,6.0
119,Ford,Expedition,USA,Front,"$34,560.00","$30,468.00",4.6,8.0,232.0,15.0,19.0,5000.0,119.0,206.0,81988.0
120,Ford,Explorer,USA,All,"$29,670.00","$26,983.00",4.0,6.0,210.0,15.0,20.0,4463.0,114.0,190.0,219871.0
121,Ford,Escape,USA,All,"$22,515.00","$20,907.00",3.0,6.0,201.0,18.0,23.0,3346.0,103.0,173.0,145415.0
135,Ford,Mustang,USA,Rear,"$18,345.00","$16,943.00",3.8,6.0,193.0,20.0,29.0,3290.0,101.0,183.0,52384.0
136,Ford,Mustang,USA,Rear,"$18,345.00","$16,943.00",3.8,6.0,193.0,20.0,29.0,3290.0,101.0,183.0,27140.0
137,Ford,Mustang,USA,Rear,"$29,380.00","$26,875.00",4.6,8.0,260.0,17.0,25.0,3347.0,101.0,183.0,52384.0
138,Ford,Mustang,USA,Rear,"$29,380.00","$26,875.00",4.6,8.0,260.0,17.0,25.0,3347.0,101.0,183.0,27140.0
142,Ford,Ranger,USA,Rear,"$14,385.00","$13,717.00",2.3,4.0,143.0,24.0,29.0,3028.0,111.0,188.0,94755.0
144,GMC,Yukon,USA,Front,"$35,725.00","$31,361.00",4.8,8.0,285.0,16.0,19.0,5042.0,116.0,199.0,84243.0
145,GMC,Yukon,USA,All,"$46,265.00","$40,534.00",6.0,8.0,325.0,13.0,17.0,6133.0,130.0,219.0,84243.0
147,GMC,Canyon,USA,Rear,"$16,530.00","$14,877.00",2.8,4.0,175.0,18.0,25.0,3351.0,111.0,192.0,24125.0
148,GMC,Sierra,USA,Rear,"$25,717.00","$22,604.00",4.8,8.0,285.0,17.0,20.0,4548.0,144.0,230.0,248923.0
149,GMC,Sierra,USA,All,"$29,322.00","$25,759.00",6.0,8.0,300.0,13.0,18.0,5440.0,133.0,222.0,248923.0
151,Honda,Civic,Asia,Front,"$20,140.00","$18,451.00",1.4,4.0,93.0,46.0,51.0,2732.0,103.0,175.0,263787.0
152,Honda,Civic,Asia,Front,"$13,270.00","$12,175.00",1.7,4.0,115.0,32.0,38.0,2432.0,103.0,175.0,263787.0
153,Honda,Civic,Asia,Front,"$14,170.00","$12,996.00",1.7,4.0,117.0,36.0,44.0,2500.0,103.0,175.0,263787.0
154,Honda,Civic,Asia,Front,"$15,850.00","$14,531.00",1.7,4.0,115.0,32.0,38.0,2513.0,103.0,175.0,263787.0
155,Honda,Civic,Asia,Front,"$17,750.00","$16,265.00",1.7,4.0,127.0,32.0,37.0,2601.0,103.0,175.0,263787.0
156,Honda,Civic,Asia,Front,"$19,490.00","$17,849.00",2.0,4.0,160.0,26.0,30.0,2782.0,101.0,166.0,263787.0
157,Honda,Insight,Asia,Front,"$19,110.00","$17,911.00",2.0,3.0,73.0,60.0,66.0,1850.0,95.0,155.0,18685.0
158,Honda,Pilot,Asia,All,"$27,560.00","$24,843.00",3.5,6.0,240.0,17.0,22.0,4387.0,106.0,188.0,143062.0
159,Honda,CR-V,Asia,All,"$19,860.00","$18,419.00",2.4,4.0,160.0,21.0,25.0,3258.0,103.0,179.0,361271.0
161,Honda,Accord,Asia,Front,"$19,860.00","$17,924.00",2.4,4.0,160.0,26.0,34.0,2994.0,105.0,188.0,202676.0
162,Honda,Accord,Asia,Front,"$22,260.00","$20,080.00",2.4,4.0,160.0,26.0,34.0,3047.0,105.0,188.0,202676.0
163,Honda,Accord,Asia,Front,"$23,760.00","$21,428.00",3.0,6.0,240.0,21.0,30.0,3349.0,108.0,190.0,202676.0
164,Honda,Accord,Asia,Front,"$26,960.00","$24,304.00",3.0,6.0,240.0,21.0,30.0,3294.0,105.0,188.0,202676.0
165,Honda,Odyssey,Asia,Front,"$24,950.00","$22,498.00",3.5,6.0,240.0,18.0,25.0,4310.0,118.0,201.0,76125.0
166,Honda,Odyssey,Asia,Front,"$27,450.00","$24,744.00",3.5,6.0,240.0,18.0,25.0,4365.0,118.0,201.0,76125.0
169,Hyundai,Santa,Asia,Front,"$21,589.00","$20,201.00",2.7,6.0,173.0,20.0,26.0,3549.0,103.0,177.0,9634.0
170,Hyundai,Santa,Asia,Front,"$21,589.00","$20,201.00",2.7,6.0,173.0,20.0,26.0,3549.0,103.0,177.0,112705.0
171,Hyundai,Accent,Asia,Front,"$10,539.00","$10,107.00",1.6,4.0,103.0,29.0,33.0,2255.0,96.0,167.0,18868.0
172,Hyundai,Accent,Asia,Front,"$11,839.00","$11,116.00",1.6,4.0,103.0,29.0,33.0,2290.0,96.0,167.0,18868.0
173,Hyundai,Accent,Asia,Front,"$11,939.00","$11,209.00",1.6,4.0,103.0,29.0,33.0,2339.0,96.0,167.0,18868.0
174,Hyundai,Elantra,Asia,Front,"$13,839.00","$12,781.00",2.0,4.0,138.0,26.0,34.0,2635.0,103.0,178.0,127360.0
175,Hyundai,Elantra,Asia,Front,"$15,389.00","$14,207.00",2.0,4.0,138.0,26.0,34.0,2635.0,103.0,178.0,127360.0
176,Hyundai,Elantra,Asia,Front,"$15,389.00","$14,207.00",2.0,4.0,138.0,26.0,34.0,2698.0,103.0,178.0,127360.0
177,Hyundai,Sonata,Asia,Front,"$19,339.00","$17,574.00",2.7,6.0,170.0,19.0,27.0,3217.0,106.0,187.0,83434.0
178,Hyundai,Sonata,Asia,Front,"$20,339.00","$18,380.00",2.7,6.0,170.0,19.0,27.0,3217.0,106.0,187.0,83434.0
181,Hyundai,Tiburon,Asia,Front,"$18,739.00","$17,101.00",2.7,6.0,172.0,19.0,26.0,3023.0,100.0,173.0,15744.0
204,Jeep,Grand,USA,Front,"$27,905.00","$25,686.00",4.0,6.0,195.0,16.0,21.0,3790.0,106.0,181.0,254445.0
205,Jeep,Grand,USA,Front,"$27,905.00","$25,686.00",4.0,6.0,195.0,16.0,21.0,3790.0,106.0,181.0,2676.0
207,Jeep,Wrangler,USA,All,"$25,520.00","$23,275.00",4.0,6.0,190.0,16.0,19.0,3575.0,93.0,150.0,204610.0
208,Kia,Sorento,Asia,Front,"$19,635.00","$18,630.00",3.5,6.0,192.0,16.0,19.0,4112.0,107.0,180.0,81785.0
209,Kia,Optima,Asia,Front,"$16,040.00","$14,910.00",2.4,4.0,138.0,23.0,30.0,3281.0,106.0,186.0,16.0
210,Kia,Optima,Asia,Front,"$18,435.00","$16,850.00",2.7,6.0,170.0,20.0,27.0,3279.0,106.0,186.0,16.0
211,Kia,Rio,Asia,Front,"$10,280.00","$9,875.00",1.6,4.0,104.0,26.0,33.0,2403.0,95.0,167.0,31362.0
212,Kia,Rio,Asia,Front,"$11,155.00","$10,705.00",1.6,4.0,104.0,25.0,32.0,2458.0,95.0,167.0,31362.0
213,Kia,Rio,Asia,Front,"$11,905.00","$11,410.00",1.6,4.0,104.0,26.0,33.0,2447.0,95.0,167.0,31362.0
218,Kia,Sedona,Asia,Front,"$20,615.00","$19,400.00",3.5,6.0,195.0,16.0,22.0,4802.0,115.0,194.0,14625.0
222,Lexus,GX,Asia,All,"$45,700.00","$39,838.00",4.7,8.0,235.0,15.0,19.0,4740.0,110.0,188.0,32509.0
223,Lexus,LX,Asia,All,"$64,800.00","$56,455.00",4.7,8.0,235.0,13.0,17.0,5590.0,112.0,193.0,26016.0
224,Lexus,RX,Asia,All,"$39,195.00","$34,576.00",3.3,6.0,230.0,18.0,24.0,4065.0,107.0,186.0,115320.0
225,Lexus,ES,Asia,Front,"$32,350.00","$28,755.00",3.3,6.0,225.0,20.0,29.0,3460.0,107.0,191.0,45406.0
226,Lexus,IS,Asia,Rear,"$31,045.00","$27,404.00",3.0,6.0,215.0,18.0,25.0,3255.0,105.0,177.0,21998.0
227,Lexus,IS,Asia,Rear,"$32,415.00","$28,611.00",3.0,6.0,215.0,18.0,24.0,3285.0,105.0,177.0,21998.0
228,Lexus,IS,Asia,Rear,"$32,455.00","$28,647.00",3.0,6.0,215.0,18.0,24.0,3410.0,105.0,177.0,21998.0
229,Lexus,GS,Asia,Rear,"$41,010.00","$36,196.00",3.0,6.0,220.0,18.0,25.0,3649.0,110.0,189.0,76.0
230,Lexus,GS,Asia,Rear,"$48,450.00","$42,232.00",4.3,8.0,300.0,18.0,23.0,3715.0,110.0,189.0,76.0
231,Lexus,LS,Asia,Rear,"$55,750.00","$48,583.00",4.3,8.0,290.0,18.0,25.0,3990.0,115.0,197.0,3739.0
233,Lincoln,Navigator,USA,All,"$52,775.00","$46,360.00",5.4,8.0,300.0,13.0,18.0,5969.0,119.0,206.0,15631.0
234,Lincoln,Aviator,USA,Front,"$42,915.00","$39,443.00",4.6,8.0,302.0,13.0,18.0,4834.0,114.0,193.0,20924.0
249,Mazda,MX-5,Asia,Rear,"$22,388.00","$20,701.00",1.8,4.0,142.0,23.0,28.0,2387.0,89.0,156.0,10470.0
250,Mazda,MX-5,Asia,Rear,"$25,193.00","$23,285.00",1.8,4.0,142.0,23.0,28.0,2387.0,89.0,156.0,10470.0
292,Mitsubishi,Outlander,Asia,Front,"$18,892.00","$17,569.00",2.4,4.0,160.0,21.0,27.0,3240.0,103.0,179.0,33883.0
293,Mitsubishi,Outlander,Asia,Front,"$18,892.00","$17,569.00",2.4,4.0,160.0,21.0,27.0,3240.0,103.0,179.0,2249.0
294,Mitsubishi,Outlander,Asia,Front,"$18,892.00","$17,569.00",2.4,4.0,160.0,21.0,27.0,3240.0,103.0,179.0,34214.0
303,Mitsubishi,Eclipse,Asia,Front,"$25,092.00","$23,456.00",3.0,6.0,210.0,21.0,28.0,3241.0,101.0,177.0,8946.0
304,Mitsubishi,Eclipse,Asia,Front,"$26,992.00","$25,218.00",3.0,6.0,210.0,21.0,28.0,3296.0,101.0,177.0,8946.0
305,Nissan,Pathfinder,Asia,Front,"$33,840.00","$30,815.00",5.6,8.0,305.0,13.0,19.0,5013.0,123.0,207.0,41324.0
306,Nissan,Pathfinder,Asia,Front,"$27,339.00","$25,972.00",3.5,6.0,240.0,16.0,21.0,3871.0,106.0,183.0,41324.0
308,Nissan,Sentra,Asia,Front,"$12,740.00","$12,205.00",1.8,4.0,126.0,28.0,35.0,2513.0,100.0,178.0,127862.0
309,Nissan,Sentra,Asia,Front,"$14,740.00","$13,747.00",1.8,4.0,126.0,28.0,35.0,2581.0,100.0,178.0,127862.0
310,Nissan,Sentra,Asia,Front,"$17,640.00","$16,444.00",2.5,4.0,165.0,23.0,28.0,2761.0,100.0,178.0,127862.0
311,Nissan,Altima,Asia,Front,"$19,240.00","$18,030.00",2.5,4.0,175.0,21.0,26.0,3039.0,110.0,192.0,103776.0
312,Nissan,Altima,Asia,Front,"$23,290.00","$21,580.00",3.5,6.0,245.0,21.0,26.0,3197.0,110.0,192.0,103776.0
313,Nissan,Maxima,Asia,Front,"$27,490.00","$25,182.00",3.5,6.0,265.0,20.0,28.0,3473.0,111.0,194.0,16386.0
314,Nissan,Maxima,Asia,Front,"$29,440.00","$26,966.00",3.5,6.0,265.0,20.0,28.0,3476.0,111.0,194.0,16386.0
319,Nissan,Frontier,Asia,All,"$19,479.00","$18,253.00",3.3,6.0,180.0,17.0,20.0,3932.0,116.0,191.0,60697.0
320,Nissan,Titan,Asia,All,"$26,650.00","$24,926.00",5.6,8.0,305.0,14.0,18.0,5287.0,140.0,224.0,27406.0
321,Nissan,Murano,Asia,Rear,"$28,739.00","$27,300.00",3.5,6.0,245.0,20.0,25.0,3801.0,111.0,188.0,46115.0
336,Porsche,Cayenne,Europe,All,"$56,665.00","$49,865.00",4.5,8.0,340.0,14.0,18.0,4950.0,112.0,188.0,21048.0
337,Porsche,911,Europe,Rear,"$79,165.00","$69,229.00",3.6,6.0,315.0,18.0,26.0,3135.0,93.0,175.0,9167.0
338,Porsche,911,Europe,All,"$84,165.00","$72,206.00",3.6,6.0,315.0,17.0,24.0,3240.0,93.0,175.0,9167.0
339,Porsche,911,Europe,Rear,"$76,765.00","$67,128.00",3.6,6.0,315.0,18.0,26.0,3119.0,93.0,175.0,9167.0
340,Porsche,911,Europe,Rear,"$192,465.00","$173,560.00",3.6,6.0,477.0,17.0,24.0,3131.0,93.0,175.0,9167.0
360,Subaru,Impreza,Asia,All,"$19,945.00","$18,399.00",2.5,4.0,165.0,22.0,28.0,2965.0,99.0,174.0,34791.0
361,Subaru,Impreza,Asia,All,"$19,945.00","$18,399.00",2.5,4.0,165.0,22.0,28.0,2965.0,99.0,174.0,27141.0
362,Subaru,Impreza,Asia,All,"$25,045.00","$23,022.00",2.0,4.0,227.0,20.0,27.0,3085.0,99.0,174.0,34791.0
363,Subaru,Impreza,Asia,All,"$25,045.00","$23,022.00",2.0,4.0,227.0,20.0,27.0,3085.0,99.0,174.0,27141.0
364,Subaru,Impreza,Asia,All,"$31,545.00","$29,130.00",2.5,4.0,300.0,18.0,24.0,3263.0,100.0,174.0,34791.0
365,Subaru,Impreza,Asia,All,"$31,545.00","$29,130.00",2.5,4.0,300.0,18.0,24.0,3263.0,100.0,174.0,27141.0
366,Subaru,Legacy,Asia,All,"$20,445.00","$18,713.00",2.5,4.0,165.0,21.0,28.0,3285.0,104.0,184.0,22766.0
367,Subaru,Legacy,Asia,All,"$25,645.00","$23,336.00",2.5,4.0,165.0,21.0,28.0,3395.0,104.0,184.0,22766.0
368,Subaru,Outback,Asia,All,"$27,145.00","$24,687.00",2.5,4.0,165.0,20.0,27.0,3495.0,104.0,184.0,154623.0
369,Subaru,Outback,Asia,All,"$29,345.00","$26,660.00",3.0,6.0,212.0,19.0,26.0,3610.0,104.0,184.0,154623.0
370,Subaru,Outback,Asia,All,"$31,545.00","$28,603.00",3.0,6.0,212.0,19.0,26.0,3630.0,104.0,184.0,154623.0
371,Subaru,Outback,Asia,All,"$23,895.00","$21,773.00",2.5,4.0,165.0,21.0,28.0,3430.0,104.0,187.0,154623.0
373,Subaru,Forester,Asia,All,"$21,445.00","$19,646.00",2.5,4.0,165.0,21.0,28.0,3090.0,99.0,175.0,154723.0
382,Toyota,Prius,Asia,Front,"$20,510.00","$18,926.00",1.5,4.0,110.0,59.0,51.0,2890.0,106.0,175.0,59010.0
383,Toyota,Sequoia,Asia,All,"$35,695.00","$31,827.00",4.7,8.0,240.0,14.0,17.0,5270.0,118.0,204.0,8070.0
384,Toyota,4Runner,Asia,Front,"$27,710.00","$24,801.00",4.0,6.0,245.0,18.0,21.0,4035.0,110.0,189.0,144696.0
385,Toyota,Highlander,Asia,All,"$27,930.00","$24,915.00",3.3,6.0,230.0,18.0,24.0,3935.0,107.0,185.0,264128.0
386,Toyota,Land,Asia,All,"$54,765.00","$47,986.00",4.7,8.0,325.0,13.0,17.0,5390.0,112.0,193.0,3711.0
387,Toyota,RAV4,Asia,All,"$20,290.00","$18,553.00",2.4,4.0,161.0,22.0,27.0,3119.0,98.0,167.0,407739.0
388,Toyota,Corolla,Asia,Front,"$14,085.00","$13,065.00",1.8,4.0,130.0,32.0,40.0,2502.0,102.0,178.0,223215.0
389,Toyota,Corolla,Asia,Front,"$14,085.00","$13,065.00",1.8,4.0,130.0,32.0,40.0,2502.0,102.0,178.0,7203.0
390,Toyota,Corolla,Asia,Front,"$15,030.00","$13,650.00",1.8,4.0,130.0,32.0,40.0,2524.0,102.0,178.0,223215.0
391,Toyota,Corolla,Asia,Front,"$15,030.00","$13,650.00",1.8,4.0,130.0,32.0,40.0,2524.0,102.0,178.0,7203.0
392,Toyota,Corolla,Asia,Front,"$15,295.00","$13,889.00",1.8,4.0,130.0,32.0,40.0,2524.0,102.0,178.0,223215.0
393,Toyota,Corolla,Asia,Front,"$15,295.00","$13,889.00",1.8,4.0,130.0,32.0,40.0,2524.0,102.0,178.0,7203.0
397,Toyota,Camry,Asia,Front,"$19,560.00","$17,558.00",2.4,4.0,157.0,24.0,33.0,3086.0,107.0,189.0,313795.0
398,Toyota,Camry,Asia,Front,"$22,775.00","$20,325.00",3.0,6.0,210.0,21.0,29.0,3296.0,107.0,189.0,313795.0
399,Toyota,Camry,Asia,Front,"$19,635.00","$17,722.00",2.4,4.0,157.0,24.0,33.0,3175.0,107.0,193.0,313795.0
400,Toyota,Camry,Asia,Front,"$21,965.00","$19,819.00",3.3,6.0,225.0,20.0,29.0,3417.0,107.0,193.0,313795.0
401,Toyota,Camry,Asia,Front,"$25,920.00","$23,125.00",3.0,6.0,210.0,21.0,29.0,3362.0,107.0,189.0,313795.0
402,Toyota,Camry,Asia,Front,"$26,510.00","$23,908.00",3.3,6.0,225.0,20.0,29.0,3439.0,107.0,193.0,313795.0
403,Toyota,Avalon,Asia,Front,"$26,560.00","$23,693.00",3.0,6.0,210.0,21.0,29.0,3417.0,107.0,192.0,18280.0
404,Toyota,Avalon,Asia,Front,"$30,920.00","$27,271.00",3.0,6.0,210.0,21.0,29.0,3439.0,107.0,192.0,18280.0
405,Toyota,Sienna,Asia,Front,"$23,495.00","$21,198.00",3.3,6.0,230.0,19.0,27.0,4120.0,119.0,200.0,14782.0
406,Toyota,Sienna,Asia,Front,"$28,800.00","$25,690.00",3.3,6.0,230.0,19.0,27.0,4165.0,119.0,200.0,14782.0
409,Toyota,Tacoma,Asia,Rear,"$12,800.00","$11,879.00",2.4,4.0,142.0,22.0,27.0,2750.0,103.0,191.0,252490.0
410,Toyota,Tundra,Asia,Rear,"$16,495.00","$14,978.00",3.4,6.0,190.0,16.0,18.0,3925.0,128.0,218.0,81959.0
411,Toyota,Tundra,Asia,All,"$25,935.00","$23,520.00",3.4,6.0,190.0,14.0,17.0,4435.0,128.0,218.0,81959.0
414,Volkswagen,Golf,Europe,Front,"$18,715.00","$17,478.00",2.0,4.0,115.0,24.0,31.0,2897.0,99.0,165.0,6537.0
416,Volkswagen,Jetta,Europe,Front,"$21,055.00","$19,638.00",1.9,4.0,100.0,38.0,46.0,3003.0,99.0,172.0,55113.0
417,Volkswagen,Jetta,Europe,Front,"$23,785.00","$21,686.00",2.8,6.0,200.0,21.0,30.0,3179.0,99.0,172.0,55113.0
418,Volkswagen,Jetta,Europe,Front,"$19,005.00","$17,427.00",2.0,4.0,115.0,24.0,30.0,3034.0,99.0,174.0,55113.0
421,Volkswagen,Passat,Europe,Front,"$23,955.00","$21,898.00",1.8,4.0,170.0,22.0,31.0,3241.0,106.0,185.0,24398.0
422,Volkswagen,Passat,Europe,Front,"$33,180.00","$30,583.00",2.8,6.0,190.0,19.0,26.0,3721.0,106.0,185.0,24398.0
423,Volkswagen,Passat,Europe,Front,"$39,235.00","$36,052.00",4.0,8.0,270.0,18.0,25.0,3953.0,106.0,185.0,24398.0
424,Volkswagen,Passat,Europe,Front,"$24,955.00","$22,801.00",1.8,4.0,170.0,22.0,31.0,3338.0,106.0,184.0,24398.0
425,Volkswagen,Passat,Europe,Front,"$40,235.00","$36,956.00",4.0,8.0,270.0,18.0,25.0,4067.0,106.0,184.0,24398.0
428,Volvo,XC90,Europe,All,"$41,250.00","$38,851.00",2.9,6.0,268.0,15.0,20.0,4638.0,113.0,189.0,38657.0
