,Make,Model,Origin,DriveTrain,MSRP,Invoice,EngineSize,Cylinders,Horsepower,MPG_City,MPG_Highway,Weight,Wheelbase,Length,Sum
107,Dodge,Neon,USA,Front,"$15,040.00","$14,086.00",2,4,132,29,36,2626,105,174,
108,Dodge,Intrepid,USA,Front,"$22,035.00","$20,502.00",2.7,6,200,21,29,3469,113,204,
109,Dodge,Intrepid,USA,Front,"$24,885.00","$23,058.00",3.5,6,232,18,27,3487,113,204,
110,Dodge,Stratus,USA,Front,"$18,820.00","$17,512.00",2.4,4,150,21,28,3182,108,191,
111,Dodge,Stratus,USA,Front,"$20,220.00","$18,821.00",2.4,4,150,21,28,3175,108,191,
112,Dodge,Caravan,USA,Front,"$21,795.00","$20,508.00",2.4,4,150,20,26,3862,113,189,
113,Dodge,Grand,USA,All,"$32,660.00","$29,812.00",3.8,6,215,18,25,4440,119,201,3037
114,Dodge,Viper,USA,Rear,"$81,795.00","$74,451.00",8.3,10,500,12,20,3410,99,176,6
115,Dodge,Dakota,USA,Rear,"$17,630.00","$16,264.00",3.7,6,210,16,22,3714,112,193,
116,Dodge,Dakota,USA,Rear,"$20,300.00","$18,670.00",3.7,6,210,16,22,3829,131,219,
117,Dodge,Ram,USA,Rear,"$20,215.00","$18,076.00",3.7,6,215,16,21,4542,121,208,
496,Dodge,Challenger,,,,,,,,,,,,,54315
497,Dodge,Charger,,,,,,,,,,,,,78388
498,Dodge,Dart,,,,,,,,,,,,,10
499,Dodge,Journey,,,,,,,,,,,,,14034
500,Fiat,124,,,,,,,,,,,,,955
501,Fiat,500,,,,,,,,,,,,,51
502,Fiat,500L,,,,,,,,,,,,,188
503,Fiat,500X,,,,,,,,,,,,,1180
118,Ford,Excursion,USA,All,"$41,475.00","$36,494.00",6.8,10,310,10,13,7190,137,227,
119,Ford,Expedition,USA,Front,"$34,560.00","$30,468.00",4.6,8,232,15,19,5000,119,206,81988
120,Ford,Explorer,USA,All,"$29,670.00","$26,983.00",4,6,210,15,20,4463,114,190,219871
121,Ford,Escape,USA,All,"$22,515.00","$20,907.00",3,6,201,18,23,3346,103,173,145415
122,Ford,Focus,USA,Front,"$13,270.00","$12,482.00",2,4,130,26,33,2612,103,168,
123,Ford,Focus,USA,Front,"$13,730.00","$12,906.00",2,4,110,27,36,2606,103,168,
124,Ford,Focus,USA,Front,"$15,460.00","$14,496.00",2,4,130,26,33,2606,103,168,
125,Ford,Focus,USA,Front,"$15,580.00","$14,607.00",2,4,130,26,33,2691,103,168,
126,Ford,Focus,USA,Front,"$19,135.00","$17,878.00",2,4,170,21,28,2750,103,168,
127,Ford,Focus,USA,Front,"$17,475.00","$16,375.00",2,4,130,26,33,2702,103,178,
128,Ford,Taurus,USA,Front,"$20,320.00","$18,881.00",3,6,155,20,27,3306,109,198,
129,Ford,Taurus,USA,Front,"$22,735.00","$20,857.00",3,6,201,19,26,3313,109,198,
130,Ford,Taurus,USA,Front,"$22,290.00","$20,457.00",3,6,155,19,26,3497,109,198,
131,Ford,Crown,USA,Rear,"$24,345.00","$22,856.00",4.6,8,224,17,25,4057,115,212,
132,Ford,Crown,USA,Rear,"$27,370.00","$25,105.00",4.6,8,224,17,25,4057,115,212,
133,Ford,Crown,USA,Rear,"$30,315.00","$27,756.00",4.6,8,239,17,25,4057,115,212,
134,Ford,Freestar,USA,Front,"$26,930.00","$24,498.00",3.9,6,193,17,23,4275,121,201,
135,Ford,Mustang,USA,Rear,"$18,345.00","$16,943.00",3.8,6,193,20,29,3290,101,183,52384
136,Ford,Mustang,USA,Rear,"$18,345.00","$16,943.00",3.8,6,193,20,29,3290,101,183,27140
137,Ford,Mustang,USA,Rear,"$29,380.00","$26,875.00",4.6,8,260,17,25,3347,101,183,52384
138,Ford,Mustang,USA,Rear,"$29,380.00","$26,875.00",4.6,8,260,17,25,3347,101,183,27140
139,Ford,Thunderbird,USA,Front,"$37,530.00","$34,483.00",3.9,8,280,17,24,3780,107,186,
140,Ford,F-150,USA,Rear,"$22,010.00","$19,490.00",4.6,8,231,15,19,4788,126,211,
141,Ford,F-150,USA,All,"$33,540.00","$29,405.00",5.4,8,300,14,18,5464,133,218,
142,Ford,Ranger,USA,Rear,"$14,385.00","$13,717.00",2.3,4,143,24,29,3028,111,188,94755
504,Ford,Bronco,,,,,,,,,,,,,35023
505,Ford,Bronco,,,,,,,,,,,,,108169
506,Ford,E-Series,,,,,,,,,,,,,37122
507,Ford,EcoSport,,,,,,,,,,,,,40659
508,Ford,Edge,,,,,,,,,,,,,85225
509,Ford,F-Series,,,,,,,,,,,,,726003
510,Ford,Fusion,,,,,,,,,,,,,11781
511,Ford,GT,,,,,,,,,,,,,143
512,Ford,Maverick,,,,,,,,,,,,,13258
513,Ford,Transit,,,,,,,,,,,,,99745
514,Ford,Transit,,,,,,,,,,,,,26112
515,Genesis,G70,,,,,,,,,,,,,10718
516,Genesis,G80,,,,,,,,,,,,,6031
517,Genesis,G90,,,,,,,,,,,,,1821
518,Genesis,GV70,,,,,,,,,,,,,10735
519,Genesis,GV80,,,,,,,,,,,,,20325
143,GMC,Envoy,USA,Front,"$31,890.00","$28,922.00",4.2,6,275,15,19,4945,129,208,
144,GMC,Yukon,USA,Front,"$35,725.00","$31,361.00",4.8,8,285,16,19,5042,116,199,84243
145,GMC,Yukon,USA,All,"$46,265.00","$40,534.00",6,8,325,13,17,6133,130,219,84243
146,GMC,Safari,USA,Rear,"$25,640.00","$23,215.00",4.3,6,190,16,20,4309,111,190,
147,GMC,Canyon,USA,Rear,"$16,530.00","$14,877.00",2.8,4,175,18,25,3351,111,192,24125
148,GMC,Sierra,USA,Rear,"$25,717.00","$22,604.00",4.8,8,285,17,20,4548,144,230,248923
149,GMC,Sierra,USA,All,"$29,322.00","$25,759.00",6,8,300,13,18,5440,133,222,248923
150,GMC,Sonoma,USA,All,"$25,395.00","$23,043.00",4.3,6,190,15,19,4083,123,208,
520,GMC,Acadia,,,,,,,,,,,,,59913
521,GMC,Savana,,,,,,,,,,,,,36008
522,GMC,Terrain,,,,,,,,,,,,,47488
151,Honda,Civic,Asia,Front,"$20,140.00","$18,451.00",1.4,4,93,46,51,2732,103,175,263787
152,Honda,Civic,Asia,Front,"$13,270.00","$12,175.00",1.7,4,115,32,38,2432,103,175,263787
153,Honda,Civic,Asia,Front,"$14,170.00","$12,996.00",1.7,4,117,36,44,2500,103,175,263787
154,Honda,Civic,Asia,Front,"$15,850.00","$14,531.00",1.7,4,115,32,38,2513,103,175,263787
155,Honda,Civic,Asia,Front,"$17,750.00","$16,265.00",1.7,4,127,32,37,2601,103,175,263787
156,Honda,Civic,Asia,Front,"$19,490.00","$17,849.00",2,4,160,26,30,2782,101,166,263787
157,Honda,Insight,Asia,Front,"$19,110.00","$17,911.00",2,3,73,60,66,1850,95,155,18685
158,Honda,Pilot,Asia,All,"$27,560.00","$24,843.00",3.5,6,240,17,22,4387,106,188,143062
159,Honda,CR-V,Asia,All,"$19,860.00","$18,419.00",2.4,4,160,21,25,3258,103,179,361271
160,Honda,Element,Asia,All,"$18,690.00","$17,334.00",2.4,4,160,21,24,3468,101,167,
161,Honda,Accord,Asia,Front,"$19,860.00","$17,924.00",2.4,4,160,26,34,2994,105,188,202676
162,Honda,Accord,Asia,Front,"$22,260.00","$20,080.00",2.4,4,160,26,34,3047,105,188,202676
163,Honda,Accord,Asia,Front,"$23,760.00","$21,428.00",3,6,240,21,30,3349,108,190,202676
164,Honda,Accord,Asia,Front,"$26,960.00","$24,304.00",3,6,240,21,30,3294,105,188,202676
165,Honda,Odyssey,Asia,Front,"$24,950.00","$22,498.00",3.5,6,240,18,25,4310,118,201,76125
166,Honda,Odyssey,Asia,Front,"$27,450.00","$24,744.00",3.5,6,240,18,25,4365,118,201,76125
167,Honda,S2000,Asia,Rear,"$33,260.00","$29,965.00",2.2,4,240,20,25,2835,95,162,
523,Honda,Clarity,,,,,,,,,,,,,2597
524,Honda,Fit,,,,,,,,,,,,,8695
525,Honda,HR-V,,,,,,,,,,,,,137090
526,Honda,Passport,,,,,,,,,,,,,53133
527,Honda,Ridgeline,,,,,,,,,,,,,41355
168,Hummer,H2,USA,All,"$49,995.00","$45,815.00",6,8,316,10,12,6400,123,190,
169,Hyundai,Santa,Asia,Front,"$21,589.00","$20,201.00",2.7,6,173,20,26,3549,103,177,9634
170,Hyundai,Santa,Asia,Front,"$21,589.00","$20,201.00",2.7,6,173,20,26,3549,103,177,112705
171,Hyundai,Accent,Asia,Front,"$10,539.00","$10,107.00",1.6,4,103,29,33,2255,96,167,18868
172,Hyundai,Accent,Asia,Front,"$11,839.00","$11,116.00",1.6,4,103,29,33,2290,96,167,18868
173,Hyundai,Accent,Asia,Front,"$11,939.00","$11,209.00",1.6,4,103,29,33,2339,96,167,18868
174,Hyundai,Elantra,Asia,Front,"$13,839.00","$12,781.00",2,4,138,26,34,2635,103,178,127360
175,Hyundai,Elantra,Asia,Front,"$15,389.00","$14,207.00",2,4,138,26,34,2635,103,178,127360
176,Hyundai,Elantra,Asia,Front,"$15,389.00","$14,207.00",2,4,138,26,34,2698,103,178,127360
177,Hyundai,Sonata,Asia,Front,"$19,339.00","$17,574.00",2.7,6,170,19,27,3217,106,187,83434
178,Hyundai,Sonata,Asia,Front,"$20,339.00","$18,380.00",2.7,6,170,19,27,3217,106,187,83434
179,Hyundai,XG350,Asia,Front,"$24,589.00","$22,055.00",3.5,6,194,17,26,3651,108,192,
180,Hyundai,XG350,Asia,Front,"$26,189.00","$23,486.00",3.5,6,194,17,26,3651,108,192,
181,Hyundai,Tiburon,Asia,Front,"$18,739.00","$17,101.00",2.7,6,172,19,26,3023,100,173,15744
528,Hyundai,Ioniq,,,,,,,,,,,,,19175
529,Hyundai,Ioniq,,,,,,,,,,,,,153
530,Hyundai,Kona,,,,,,,,,,,,,89607
531,Hyundai,Nexo,,,,,,,,,,,,,421
532,Hyundai,Palisade,,,,,,,,,,,,,86282
533,Hyundai,Tuscon,,,,,,,,,,,,,140721
534,Hyundai,Veloster,,,,,,,,,,,,,1942
535,Hyundai,Venue,,,,,,,,,,,,,20669
182,Infiniti,G35,Asia,Rear,"$28,495.00","$26,157.00",3.5,6,260,18,26,3336,112,187,
183,Infiniti,G35,Asia,Rear,"$29,795.00","$27,536.00",3.5,6,280,18,26,3416,112,182,
184,Infiniti,G35,Asia,All,"$32,445.00","$29,783.00",3.5,6,260,18,26,3677,112,187,
185,Infiniti,I35,Asia,Front,"$31,145.00","$28,320.00",3.5,6,255,19,26,3306,108,194,
186,Infiniti,M45,Asia,Rear,"$42,845.00","$38,792.00",4.5,8,340,17,23,3851,110,197,
187,Infiniti,Q45,Asia,Rear,"$52,545.00","$47,575.00",4.5,8,340,17,23,3977,113,200,
188,Infiniti,FX35,Asia,Rear,"$34,895.00","$31,756.00",3.5,6,280,16,22,4056,112,189,
189,Infiniti,FX45,Asia,All,"$36,395.00","$33,121.00",4.5,8,315,15,19,4309,112,189,
536,Infiniti,Q50,,,,,,,,,,,,,13894
537,Infiniti,Q60,,,,,,,,,,,,,2729
538,Infiniti,QX50,,,,,,,,,,,,,19196
539,Infiniti,QX55,,,,,,,,,,,,,4333
540,Infiniti,QX60,,,,,,,,,,,,,5830
541,Infiniti,QX80,,,,,,,,,,,,,12573
190,Isuzu,Ascender,Asia,All,"$31,849.00","$29,977.00",4.2,6,275,15,20,4967,129,208,
191,Isuzu,Rodeo,Asia,Front,"$20,449.00","$19,261.00",3.2,6,193,17,21,3836,106,178,
192,Jaguar,X-Type,Europe,All,"$29,995.00","$27,355.00",2.5,6,192,18,26,3428,107,184,
193,Jaguar,X-Type,Europe,All,"$33,995.00","$30,995.00",3,6,227,18,25,3516,107,184,
194,Jaguar,S-Type,Europe,Rear,"$43,895.00","$40,004.00",3,6,235,18,26,3777,115,192,
195,Jaguar,S-Type,Europe,Rear,"$49,995.00","$45,556.00",4.2,8,294,18,28,3874,115,192,
196,Jaguar,S-Type,Europe,Rear,"$63,120.00","$57,499.00",4.2,8,390,17,24,4046,115,192,
197,Jaguar,Vanden,Europe,Rear,"$68,995.00","$62,846.00",4.2,8,294,18,28,3803,119,200,
198,Jaguar,XJ8,Europe,Rear,"$59,995.00","$54,656.00",4.2,8,294,18,28,3803,119,200,
199,Jaguar,XJR,Europe,Rear,"$74,995.00","$68,306.00",4.2,8,390,17,24,3948,119,200,
200,Jaguar,XK8,Europe,Rear,"$69,995.00","$63,756.00",4.2,8,294,18,26,3779,102,187,
201,Jaguar,XK8,Europe,Rear,"$74,995.00","$68,306.00",4.2,8,294,18,26,3980,102,187,
202,Jaguar,XKR,Europe,Rear,"$81,995.00","$74,676.00",4.2,8,390,16,23,3865,102,187,
203,Jaguar,XKR,Europe,Rear,"$86,995.00","$79,226.00",4.2,8,390,16,23,4042,102,187,
542,Jaguar,E-Pace,,,,,,,,,,,,,2904
543,Jaguar,F-Pace,,,,,,,,,,,,,9237
544,Jaguar,F-Type,,,,,,,,,,,,,2112
545,Jaguar,I-Pace,,,,,,,,,,,,,1415
546,Jaguar,XE,,,,,,,,,,,,,270
547,Jaguar,XF,,,,,,,,,,,,,1183
548,Jaguar,XJ,,,,,,,,,,,,,28
204,Jeep,Grand,USA,Front,"$27,905.00","$25,686.00",4,6,195,16,21,3790,106,181,254445
205,Jeep,Grand,USA,Front,"$27,905.00","$25,686.00",4,6,195,16,21,3790,106,181,2676
206,Jeep,Liberty,USA,All,"$20,130.00","$18,973.00",2.4,4,150,20,24,3826,104,174,
207,Jeep,Wrangler,USA,All,"$25,520.00","$23,275.00",4,6,190,16,19,3575,93,150,204610
549,Jeep,Cherokee,,,,,,,,,,,,,89126
550,Jeep,Compass,,,,,,,,,,,,,75642
551,Jeep,Gladiator,,,,,,,,,,,,,89712
552,Jeep,Patriot,,,,,,,,,,,,,15
